Postal,FIPS,County,county seats,Population,Land Area,Land Area,Water Area,Water Area,Total Area,Total Area,latitude,longitude
TX,48351,Newton,Newton,"14,445","2,418.21",933.677,15.672,6.051,"2,433.89",939.728,30.786718,–93.739250
TX,48353,Nolan,Sweetwater,"15,216","2,362.06",911.997,5.053,1.951,"2,367.11",913.948,32.312338,–100.418108
TX,48355,Nueces,Corpus Christi,"340,223","2,171.66",838.482,847.226,327.116,"3,018.89","1,165.60",27.739406,–97.521643
TX,48357,Ochiltree,Perryton,"10,223","2,376.64",917.627,1.332,0.514,"2,377.97",918.141,36.278744,–100.815864
TX,48359,Oldham,Vega,"2,052","3,886.36","1,500.53",2.338,0.903,"3,888.70","1,501.44",35.401921,–102.597620
TX,48361,Orange,Orange,"81,837",864.198,333.669,118.78,45.861,982.977,379.53,30.120918,–93.893358
TX,48363,Palo Pinto,Palo Pinto,"28,111","2,465.13",951.791,87.328,33.718,"2,552.46",985.509,32.75221,–98.317974
TX,48365,Panola,Carthage,"23,796","2,076.52",801.749,50.645,19.554,"2,127.17",821.303,32.163978,–94.305156
TX,48367,Parker,Weatherford,"116,927","2,340.00",903.478,17.136,6.616,"2,357.13",910.094,32.777096,–97.805905
TX,48369,Parmer,Farwell,"10,269","2,281.20",880.778,11.344,4.38,"2,292.55",885.158,34.532163,–102.784853
TX,48371,Pecos,Fort Stockton,"15,507","12,338.31","4,763.85",2.532,0.978,"12,340.84","4,764.83",30.770894,–102.719860
TX,48373,Polk,Livingston,"45,413","2,737.86","1,057.09",136.147,52.567,"2,874.01","1,109.66",30.784553,–94.837338
TX,48375,Potter,Amarillo,"121,073","2,352.67",908.37,35.275,13.62,"2,387.94",921.99,35.398675,–101.893804
TX,48377,Presidio,Marfa,"7,818","9,985.02","3,855.24",1.773,0.685,"9,986.79","3,855.92",30.005891,–104.261619
TX,48379,Rains,Emory,"10,914",594.278,229.452,76.082,29.376,670.36,258.828,32.87058,–95.795440
TX,48381,Randall,Canyon,"120,725","2,360.89",911.544,28.192,10.885,"2,389.08",922.429,34.962529,–101.895547
TX,48383,Reagan,Big Lake,"3,367","3,044.02","1,175.30",1.793,0.692,"3,045.81","1,175.99",31.372895,–101.513901
TX,48385,Real,Leakey,"3,309","1,810.91",699.195,2.346,0.906,"1,813.25",700.101,29.82303,–99.805303
TX,48387,Red River,Clarksville,"12,860","2,684.72","1,036.58",52.208,20.158,"2,736.93","1,056.74",33.619626,–95.048429
TX,48389,Reeves,Pecos,"13,783","6,825.59","2,635.38",17.397,6.717,"6,842.99","2,642.09",31.308366,–103.712706
TX,48391,Refugio,Refugio,"7,383","1,995.44",770.444,123.799,47.799,"2,119.24",818.243,28.312496,–97.160479
TX,48393,Roberts,Miami,929,"2,393.30",924.058,0.347,0.134,"2,393.65",924.192,35.836216,–100.807555
TX,48395,Robertson,Franklin,"16,622","2,216.21",855.683,25.046,9.67,"2,241.26",865.353,31.025481,–96.514941
TX,48397,Rockwall,Rockwall,"78,337",329.021,127.036,56.154,21.681,385.175,148.717,32.889216,–96.407501
TX,48399,Runnels,Ballinger,"10,501","2,721.93","1,050.95",15.93,6.151,"2,737.86","1,057.10",31.833311,–99.967856
TX,48401,Rusk,Henderson,"53,330","2,393.22",924.027,37.244,14.38,"2,430.46",938.407,32.109423,–94.756382
TX,48403,Sabine,Hemphill,"10,834","1,272.70",491.39,220.821,85.26,"1,493.52",576.65,31.3433,–93.851913
TX,48405,San Augustine,San Augustine,"8,865","1,374.40",530.657,159.647,61.64,"1,534.04",592.297,31.382449,–94.163180
TX,48407,San Jacinto,Coldspring,"26,384","1,474.33",569.243,151.949,58.668,"1,626.28",627.911,30.574218,–95.162852
TX,48409,San Patricio,Sinton,"64,804","1,796.03",693.451,37.539,14.494,"1,833.57",707.945,28.011782,–97.517165
TX,48411,San Saba,San Saba,"6,131","2,940.41","1,135.30",8.072,3.117,"2,948.48","1,138.41",31.155138,–98.819292
TX,48413,Schleicher,Eldorado,"3,461","3,394.52","1,310.63",0.087,0.034,"3,394.60","1,310.66",30.896233,–100.527216
TX,48415,Scurry,Snyder,"16,921","2,345.09",905.444,5.44,2.1,"2,350.53",907.544,32.744462,–100.913399
TX,48417,Shackelford,Albany,"3,378","2,367.99",914.286,3.268,1.262,"2,371.26",915.548,32.743788,–99.347045
TX,48419,Shelby,Center,"25,448","2,060.55",795.583,101.096,39.034,"2,161.65",834.617,31.790137,–94.142565
TX,48421,Sherman,Stratford,"3,034","2,390.65",923.035,0.429,0.166,"2,391.08",923.201,36.277628,–101.894716
TX,48423,Smith,Tyler,"209,714","2,386.56",921.454,73.212,28.267,"2,459.77",949.721,32.377093,–95.269630
TX,48425,Somervell,Glen Rose,"8,490",482.937,186.463,14.223,5.491,497.16,191.954,32.217942,–97.769211
TX,48427,Starr,Rio Grande City,"60,968","3,168.02","1,223.18",15.302,5.908,"3,183.32","1,229.09",26.546335,–98.715803
TX,48429,Stephens,Breckenridge,"9,630","2,322.49",896.719,64.134,24.762,"2,386.63",921.481,32.731531,–98.840081
TX,48431,Sterling,Sterling City,"1,143","2,391.73",923.451,0.167,0.065,"2,391.90",923.516,31.835774,–101.054911
TX,48433,Stonewall,Aspermont,"1,490","2,373.24",916.313,10.178,3.93,"2,383.42",920.243,33.17958,–100.253807
TX,48435,Sutton,Sonora,"4,128","3,765.65","1,453.93",1.277,0.493,"3,766.93","1,454.42",30.517865,–100.505395
TX,48437,Swisher,Tulia,"7,854","2,305.50",890.159,27.279,10.532,"2,332.78",900.691,34.53046,–101.732852
TX,48439,Tarrant,Fort Worth,"1,809,034","2,236.74",863.608,100.223,38.696,"2,336.96",902.304,32.77204,–97.291291
TX,48441,Taylor,Abilene,"131,506","2,371.27",915.552,9.721,3.753,"2,380.99",919.305,32.295684,–99.893220
TX,48443,Terrell,Sanderson,984,"6,107.26","2,358.03",0.106,0.041,"6,107.36","2,358.07",30.232332,–102.072539
TX,48445,Terry,Brownfield,"12,651","2,302.08",888.839,5.444,2.102,"2,307.53",890.941,33.171229,–102.339284
TX,48447,Throckmorton,Throckmorton,"1,641","2,363.50",912.552,7.586,2.929,"2,371.09",915.481,33.170712,–99.206137
TX,48449,Titus,Mount Pleasant,"32,334","1,051.68",406.054,50.736,19.589,"1,102.41",425.643,33.214599,–94.966783
TX,48451,Tom Green,San Angelo,"110,224","3,941.89","1,521.97",48.105,18.573,"3,989.99","1,540.55",31.401583,–100.461355
TX,48453,Travis,Austin,"1,024,266","2,564.61",990.202,84.967,32.806,"2,649.58","1,023.01",30.239513,–97.691270
TX,48455,Trinity,Groveton,"14,585","1,796.44",693.608,52.733,20.36,"1,849.17",713.968,31.087483,–95.153291
TX,48457,Tyler,Woodville,"21,766","2,394.45",924.501,28.806,11.122,"2,423.25",935.623,30.769579,–94.379449
TX,48459,Upshur,Gilmer,"39,309","1,509.83",582.947,24.998,9.652,"1,534.82",592.599,32.735878,–94.941649
TX,48461,Upton,Rankin,"3,355","3,215.01","1,241.32",0.464,0.179,"3,215.48","1,241.50",31.353849,–102.042013
TX,48463,Uvalde,Uvalde,"26,405","4,019.52","1,551.95",17.322,6.688,"4,036.84","1,558.63",29.35034,–99.761074
TX,48465,Val Verde,Del Rio,"48,879","8,144.86","3,144.75",227.711,87.92,"8,372.58","3,232.67",29.884961,–101.146646
TX,48467,Van Zandt,Canton,"52,579","2,182.21",842.557,44.167,17.053,"2,226.38",859.61,32.558948,–95.836391
TX,48469,Victoria,Victoria,"86,793","2,284.74",882.143,17.334,6.693,"2,302.07",888.836,28.79637,–96.971198
TX,48471,Walker,Huntsville,"67,861","2,030.99",784.169,44.898,17.335,"2,075.89",801.504,30.74309,–95.569888
TX,48473,Waller,Hempstead,"43,205","1,329.78",513.43,11.366,4.388,"1,341.14",517.818,30.013578,–95.982102
TX,48475,Ward,Monahans,"10,658","2,164.20",835.602,0.624,0.241,"2,164.82",835.843,31.513069,–103.105113
TX,48477,Washington,Brenham,"33,718","1,564.23",603.954,46.094,17.797,"1,610.33",621.751,30.215075,–96.410272
TX,48479,Webb,Laredo,"250,304","8,706.20","3,361.48",36.538,14.107,"8,742.74","3,375.59",27.770584,–99.326641
TX,48481,Wharton,Wharton,"41,280","2,813.12","1,086.15",21.289,8.22,"2,834.40","1,094.37",29.278481,–96.229675
TX,48483,Wheeler,Wheeler,"5,410","2,368.60",914.523,2.481,0.958,"2,371.09",915.481,35.392593,–100.253107
TX,48485,Wichita,Wichita Falls,"131,500","1,625.93",627.776,13.831,5.34,"1,639.76",633.116,33.991103,–98.716851
TX,48487,Wilbarger,Vernon,"13,535","2,514.47",970.844,18.258,7.049,"2,532.73",977.893,34.08492,–99.242440
TX,48489,Willacy,Raymondville,"22,134","1,529.53",590.554,501.716,193.714,"2,031.24",784.268,26.481092,–97.584224
TX,48491,Williamson,Georgetown,"422,679","2,896.39","1,118.30",41.793,16.136,"2,938.18","1,134.44",30.64903,–97.605069
TX,48493,Wilson,Floresville,"42,918","2,081.66",803.733,12.116,4.678,"2,093.77",808.411,29.174303,–98.085899
TX,48495,Winkler,Kermit,"7,110","2,178.46",841.107,0.414,0.16,"2,178.87",841.267,31.831416,–103.055986
TX,48497,Wise,Decatur,"59,127","2,342.44",904.422,47.039,18.162,"2,389.48",922.584,33.219095,–97.653997
TX,48499,Wood,Quitman,"41,964","1,671.15",645.234,130.754,50.484,"1,801.90",695.718,32.783588,–95.382166
TX,48501,Yoakum,Plains,"7,879","2,071.24",799.708,0.034,0.013,"2,071.27",799.721,33.172397,–102.823771
TX,48503,Young,Graham,"18,550","2,368.46",914.468,42.452,16.391,"2,410.91",930.859,33.158787,–98.678267
TX,48505,Zapata,Zapata,"14,018","2,585.88",998.412,154.371,59.603,"2,740.25","1,058.02",26.996981,–99.182603
TX,48507,Zavala,Crystal City,"11,677","3,360.27","1,297.41",11.21,4.328,"3,371.48","1,301.73",28.864652,–99.759830
UT,49001,Beaver,Beaver,"6,629","6,707.76","2,589.88",5.331,2.058,"6,713.09","2,591.94",38.357535,–113.238948
UT,49003,Box Elder,Brigham City,"49,975","14,880.91","5,745.55","2,547.94",983.766,"17,428.85","6,729.32",41.476021,–113.052922
UT,49005,Cache,Logan,"112,656","3,016.85","1,164.81",21.265,8.21,"3,038.12","1,173.02",41.734225,–111.744581
UT,49007,Carbon,Price,"21,403","3,829.28","1,478.49",15.774,6.09,"3,845.05","1,484.58",39.67005,–110.590357
UT,49009,Daggett,Manila,"1,059","1,805.17",696.979,61.462,23.73,"1,866.63",720.709,40.890099,–109.505786
UT,49011,Davis,Farmington,"306,479",773.832,298.778,868.123,335.184,"1,641.96",633.962,41.037045,–112.202123
UT,49013,Duchesne,Duchesne,"18,607","8,394.01","3,240.95",38.788,14.976,"8,432.80","3,255.92",40.289649,–110.429830
UT,49015,Emery,Castle Dale,"10,976","11,557.34","4,462.31",24.591,9.495,"11,581.93","4,471.81",39.009028,–110.721111
UT,49017,Garfield,Panguitch,"5,172","13,403.50","5,175.12",85.795,33.126,"13,489.30","5,208.25",37.831622,–111.450886
UT,49019,Grand,Moab,"9,225","9,509.25","3,671.54",31.439,12.139,"9,540.69","3,683.68",38.974326,–109.573450
UT,49021,Iron,Parowan,"46,163","8,538.36","3,296.68",11.394,4.399,"8,549.76","3,301.08",37.882727,–113.290059
UT,49023,Juab,Nephi,"10,246","8,785.96","3,392.28",36.572,14.121,"8,822.53","3,406.40",39.710827,–112.794262
UT,49025,Kane,Kanab,"7,125","10,334.64","3,990.23",306.368,118.289,"10,641.01","4,108.52",37.275118,–111.815413
UT,49027,Millard,Fillmore,"12,503","17,022.50","6,572.43",661.655,255.467,"17,684.16","6,827.89",39.09454,–113.525014
UT,49029,Morgan,Morgan,"9,469","1,577.81",609.196,4.427,1.709,"1,582.24",610.905,41.091027,–111.577885
UT,49031,Piute,Junction,"1,556","1,962.67",757.791,20.528,7.926,"1,983.20",765.717,38.335881,–112.129376
UT,49033,Rich,Randolph,"2,264","2,664.51","1,028.78",149.136,57.582,"2,813.65","1,086.36",41.627598,–111.240227
UT,49035,Salt Lake,Salt Lake City,"1,029,655","1,922.50",742.282,168.57,65.085,"2,091.07",807.367,40.667882,–111.924244
UT,49037,San Juan,Monticello,"14,746","20,253.68","7,819.99",293.096,113.165,"20,546.77","7,933.15",37.623064,–109.789320
UT,49039,Sanpete,Manti,"27,822","4,118.48","1,590.15",32.076,12.385,"4,150.55","1,602.54",39.380588,–111.570451
UT,49041,Sevier,Richfield,"20,802","4,948.37","1,910.58",20.26,7.822,"4,968.63","1,918.40",38.746825,–111.811930
UT,49043,Summit,Coalville,"36,324","4,847.71","1,871.71",26.571,10.259,"4,874.28","1,881.97",40.87206,–110.968486
UT,49045,Tooele,Tooele,"58,218","17,978.02","6,941.35",892.841,344.728,"18,870.86","7,286.08",40.467692,–113.124015
UT,49047,Uintah,Vernal,"32,588","11,602.35","4,479.69",56.187,21.694,"11,658.54","4,501.39",40.125887,–109.517748
UT,49049,Utah,Provo,"516,564","5,188.92","2,003.45",364.307,140.66,"5,553.23","2,144.11",40.120409,–111.668667
UT,49051,Wasatch,Heber,"23,530","3,044.53","1,175.50",78.954,30.484,"3,123.49","1,205.99",40.334884,–111.161568
UT,49053,Washington,St. George,"138,115","6,284.24","2,426.36",9.308,3.594,"6,293.55","2,429.95",37.262531,–113.487800
UT,49055,Wayne,Loa,"2,778","6,373.12","2,460.68",15.055,5.813,"6,388.18","2,466.49",38.261229,–110.990323
UT,49057,Weber,Ogden,"231,236","1,492.05",576.084,215.752,83.302,"1,707.80",659.386,41.270355,–111.875879
VT,50001,Addison,Middlebury,"36,821","1,984.77",766.325,107.309,41.432,"2,092.08",807.757,44.031248,–73.141581
VT,50003,Bennington,"Bennington, Manchester","37,125","1,748.19",674.98,6.932,2.676,"1,755.12",677.656,43.035325,–73.111460
VT,50005,Caledonia,St. Johnsbury,"31,227","1,680.55",648.864,22.463,8.673,"1,703.01",657.537,44.468791,–72.112168
VT,50007,Chittenden,Burlington,"156,545","1,389.73",536.578,214.245,82.721,"1,603.98",619.299,44.460676,–73.070525
VT,50009,Essex,Guildhall,"6,306","1,718.71",663.598,30.291,11.696,"1,749.00",675.294,44.724021,–71.732736
VT,50011,Franklin,St. Albans,"47,746","1,641.29",633.706,150.933,58.276,"1,792.22",691.982,44.858964,–72.909402
VT,50013,Grand Isle,North Hero,"6,970",211.891,81.811,292.298,112.857,504.188,194.668,44.801788,–73.300758
VT,50015,Lamoille,Hyde Park,"24,475","1,188.28",458.797,12.661,4.889,"1,200.94",463.686,44.603504,–72.638356
VT,50017,Orange,Chelsea,"28,936","1,779.41",687.033,13.552,5.232,"1,792.96",692.265,44.003392,–72.369687
VT,50019,Orleans,Newport,"27,231","1,795.56",693.268,72.249,27.896,"1,867.81",721.164,44.828442,–72.251630
VT,50021,Rutland,Rutland,"61,642","2,408.23",929.821,38.744,14.959,"2,446.97",944.78,43.580844,–73.038196
VT,50023,Washington,Montpelier,"59,534","1,779.93",687.233,21.213,8.19,"1,801.14",695.423,44.274953,–72.609475
VT,50025,Windham,Newfane,"44,513","2,033.93",785.305,33.056,12.763,"2,066.99",798.068,42.999143,–72.716335
VT,50027,Windsor,Woodstock,"56,670","2,510.57",969.337,19.289,7.447,"2,529.86",976.784,43.588143,–72.591515
VA,51001,Accomack,Accomac,"33,164","1,164.19",449.496,"2,228.79",860.542,"3,392.98","1,310.04",37.765944,–75.757807
VA,51003,Albemarle,Charlottesville [13],"98,970","1,866.60",720.698,14.036,5.419,"1,880.64",726.117,38.024184,–78.553506
VA,51005,Alleghany,Covington [13],"16,250","1,153.73",445.457,8.536,3.296,"1,162.26",448.753,37.787905,–80.008669
VA,51007,Amelia,Amelia Courthouse,"12,690",920.143,355.269,8.425,3.253,928.567,358.522,37.336131,–77.973218
VA,51009,Amherst,Amherst,"32,353","1,227.48",473.934,12.73,4.915,"1,240.22",478.849,37.630362,–79.147848
VA,51011,Appomattox,Appomattox,"14,973",863.745,333.494,3.205,1.237,866.949,334.731,37.370725,–78.810940
VA,51013,Arlington,Arlington,"207,627",67.274,25.974,0.244,0.094,67.518,26.068,38.878337,–77.100703
VA,51015,Augusta,Staunton [13],"73,750","2,504.52",966.999,9.988,3.856,"2,514.50",970.855,38.167807,–79.146682
VA,51017,Bath,Warm Springs,"4,731","1,370.51",529.158,14.05,5.425,"1,384.56",534.583,38.068988,–79.732898
VA,51019,Bedford,Bedford [13],"68,676","1,950.32",753.021,42.044,16.233,"1,992.36",769.254,37.312408,–79.527947
VA,51021,Bland,Bland,"6,824",926.503,357.725,2.598,1.003,929.101,358.728,37.130612,–81.125853
VA,51023,Botetourt,Fincastle,"33,148","1,401.71",541.202,12.196,4.709,"1,413.90",545.911,37.553193,–79.805318
VA,51025,Brunswick,Lawrenceville,"17,434","1,466.38",566.173,8.318,3.212,"1,474.70",569.385,36.764531,–77.860916
VA,51027,Buchanan,Grundy,"24,098","1,302.15",502.763,2.798,1.08,"1,304.95",503.843,37.26812,–82.038151
VA,51029,Buckingham,Buckingham,"17,146","1,501.31",579.657,10.099,3.899,"1,511.40",583.556,37.573928,–78.529169
VA,51031,Campbell,Rustburg,"54,842","1,305.01",503.867,8.962,3.46,"1,313.97",507.327,37.210151,–79.095429
VA,51033,Caroline,Bowling Green,"28,545","1,366.25",527.513,24.233,9.356,"1,390.49",536.869,38.030319,–77.352348
VA,51035,Carroll,Hillsville,"30,042","1,229.44",474.69,7.648,2.953,"1,237.09",477.643,36.732426,–80.728043
VA,51036,Charles City,Charles City,"7,256",473.494,182.817,55.491,21.425,528.985,204.242,37.361048,–77.054171
VA,51037,Charlotte,Charlotte Court House,"12,586","1,230.95",475.271,5.828,2.25,"1,236.77",477.521,37.014091,–78.661424
VA,51041,Chesterfield,Chesterfield,"316,236","1,096.33",423.297,35.373,13.658,"1,131.71",436.955,37.378434,–77.585847
VA,51043,Clarke,Berryville,"14,034",456.298,176.177,5.659,2.185,461.956,178.362,39.115931,–77.992004
VA,51045,Craig,New Castle,"5,190",853.49,329.534,2.799,1.081,856.288,330.615,37.473129,–80.231734
VA,51047,Culpeper,Culpeper,"46,689",982.211,379.234,8.572,3.31,990.783,382.544,38.48593,–77.956476
VA,51049,Cumberland,Cumberland,"10,052",770.42,297.461,5.932,2.29,776.351,299.751,37.520189,–78.252836
VA,51051,Dickenson,Clintwood,"15,903",856.075,330.532,8.107,3.13,864.182,333.662,37.137081,–82.349208
VA,51053,Dinwiddie,Dinwiddie,"28,001","1,304.62",503.716,9.002,3.476,"1,313.62",507.192,37.073498,–77.635492
VA,51057,Essex,Tappahannock,"11,151",665.944,257.123,74.794,28.878,740.738,286.001,37.93948,–76.941871
VA,51059,Fairfax,Fairfax [13],"1,081,726","1,012.60",390.969,39.567,15.277,"1,052.17",406.246,38.833743,–77.276117
VA,51061,Fauquier,Warrenton,"65,203","1,676.89",647.449,9.78,3.776,"1,686.67",651.225,38.744103,–77.821585
VA,51063,Floyd,Floyd,"15,279",985.284,380.42,2.258,0.872,987.541,381.292,36.931438,–80.350309
VA,51065,Fluvanna,Palmyra,"25,691",740.75,286.005,10.731,4.143,751.481,290.148,37.830606,–78.284445
VA,51067,Franklin,Rocky Mount,"56,159","1,788.20",690.426,54.707,21.122,"1,842.90",711.548,36.99235,–79.883959
VA,51069,Frederick,Winchester [13],"78,305","1,070.95",413.496,5.208,2.011,"1,076.16",415.507,39.203637,–78.263916
VA,51071,Giles,Pearisburg,"17,286",921.469,355.781,12.017,4.64,933.486,360.421,37.31193,–80.717178
VA,51073,Gloucester,Gloucester Courthouse,"36,858",564.117,217.807,181.749,70.174,745.866,287.981,37.403541,–76.523505
VA,51075,Goochland,Goochland,"21,717",728.862,281.415,21.988,8.49,750.85,289.905,37.724166,–77.914273
VA,51077,Grayson,Independence,"15,533","1,145.23",442.175,9.791,3.78,"1,155.02",445.955,36.656303,–81.225337
VA,51079,Greene,Stanardsville,"18,403",404.676,156.246,1.707,0.659,406.383,156.905,38.297981,–78.470163
VA,51081,Greensville,Emporia [13],"12,243",764.633,295.226,4.094,1.581,768.726,296.807,36.680225,–77.560261
VA,51083,Halifax,Halifax,"36,241","2,118.19",817.839,30.548,11.795,"2,148.74",829.634,36.766461,–78.939614
VA,51085,Hanover,Hanover Courthouse,"99,863","1,213.50",468.536,13.649,5.27,"1,227.15",473.806,37.760166,–77.490992
VA,51087,Henrico,Richmond [13],"306,935",605.272,233.697,29.035,11.21,634.307,244.907,37.437521,–77.300333
VA,51089,Henry,Martinsville [13],"54,151",990.241,382.334,5.299,2.046,995.54,384.38,36.620593,–79.980584
VA,51091,Highland,Monterey,"2,321","1,075.25",415.156,1.806,0.697,"1,077.06",415.853,38.356672,–79.567958
VA,51093,Isle of Wight,Isle of Wight,"35,270",817.432,315.612,122.289,47.216,939.721,362.828,36.901418,–76.707569
VA,51095,James City,Williamsburg [13],"67,009",368.909,142.437,95.321,36.804,464.23,179.241,37.324427,–76.778319
VA,51097,King and Queen,King and Queen Court House,"6,945",816.204,315.138,28.873,11.148,845.077,326.286,37.720995,–76.891090
VA,51099,King George,King George,"23,584",465.256,179.636,21.035,8.122,486.29,187.758,38.277179,–77.162702
VA,51101,King William,King William,"15,935",709.505,273.941,30.286,11.693,739.79,285.634,37.70826,–77.091054
VA,51103,Lancaster,Lancaster,"11,391",345.116,133.25,254.202,98.148,599.317,231.398,37.703831,–76.413199
VA,51105,Lee,Jonesville,"25,587","1,127.99",435.518,4.898,1.891,"1,132.89",437.409,36.702162,–83.130334
VA,51107,Loudoun,Leesburg,"312,311","1,335.30",515.561,14.445,5.577,"1,349.74",521.138,39.08113,–77.638857
VA,51109,Louisa,Louisa,"33,153","1,285.41",496.3,37.739,14.571,"1,323.15",510.871,37.971681,–77.959178
VA,51111,Lunenburg,Lunenburg,"12,914","1,118.05",431.683,1.795,0.693,"1,119.85",432.376,36.945757,–78.242313
VA,51113,Madison,Madison,"13,308",830.566,320.683,3.086,1.191,833.651,321.874,38.412059,–78.276961
VA,51115,Mathews,Mathews,"8,978",222.555,85.929,430.024,166.033,652.579,251.962,37.425348,–76.268808
VA,51117,Mecklenburg,Boydton,"32,727","1,620.00",625.485,139.194,53.743,"1,759.19",679.228,36.687256,–78.368959
VA,51119,Middlesex,Saluda,"10,959",337.492,130.306,208.378,80.455,545.871,210.761,37.606828,–76.527958
